pair,timeframe,direction,quality,confidence,consensus,entry_score,risk_reward,regime,kalman_direction,kalman_trend_state,trend_vs_kalman_conflict,confidence_minus_quality,approved,reject_reason,institutional_score,structural_score,market_score,momentum_score,liquidity_score,risk_score,confidence_score_scanner,flow_score,timing_index,conviction_score,entry_score_scanner
BULLUSDT,1h,short,0.461,0.6015,0.72,0.8838,0.0,ranging,UP,continuing,False,0.1405,False,RVOL 0.43 < 0.7,0.5124,0.594,0.3422,0.566,0.874,0.1646,0.6015,0.2,0.56,0.5724,0.8838
BUSDT,1d,short,0.6384,0.7437,0.74,0.0,0.0,volatile,DOWN,continuing,False,0.1053,False,ADX 19.6 < 25,0.6441,0.5944,0.397,0.76,0.874,0.1646,0.7437,1.0,0.711,0.7628,0.0
BUSDT,4h,short,0.5285,0.8074,0.74,0.0,0.0,volatile,DOWN,continuing,False,0.2789,False,ADX 19.6 < 25,0.5713,0.5939,0.397,0.633,0.874,0.1646,0.8074,0.4,0.532,0.7137,0.0
BUSDT,1h,short,0.4463,0.7402,0.74,0.6319,0.0,volatile,DOWN,continuing,False,0.2939,False,RVOL 0.35 < 0.7,0.4569,0.1906,0.397,0.6107,0.874,0.1295,0.7402,0.4,0.471,0.5927,0.6319
BUSDT,30m,long,0.4086,0.7406,0.74,0.7742,0.0,volatile,DOWN,continuing,False,0.332,False,RVOL 0.20 < 0.7,0.4254,0.1906,0.397,0.4006,0.874,0.1295,0.7406,0.4,0.387,0.4943,0.7742
BXNUSDT,1h,short,0.6701,0.7484,0.7,0.293,0.0,ranging,DOWN,continuing,False,0.0783,False,RVOL 0.41 < 0.7,0.6444,0.5142,0.4374,0.5623,0.874,0.5996,0.7484,1.0,0.823,1.0,0.293
BXNUSDT,30m,short,0.6244,0.7491,0.7,0.2319,0.0,ranging,SIDE,reversing,False,0.1247,False,RVOL 0.03 < 0.7,0.6152,0.5144,0.4374,0.3665,0.874,0.5996,0.7491,1.0,0.7,0.8321,0.2319
BZRUSDT,1h,long,0.6668,0.7816,0.84,0.1662,0.0,trending_up,UP,continuing,False,0.1148,False,RVOL 0.51 < 0.7,0.7215,0.5947,0.8777,0.4623,0.916,0.8626,0.7816,0.7,0.68,0.7619,0.1662
BZRUSDT,4h,long,0.6477,0.857,0.84,0.0,0.0,trending_up,UP,continuing,False,0.2093,False,Entry Zone FAIL (score 0.00 < 0.4),0.7078,0.514,0.8777,0.5532,0.916,0.8556,0.857,0.56,0.58,0.8231,0.0
BZRUSDT,30m,long,0.5397,0.7833,0.84,0.0997,0.0,trending_up,UP,continuing,False,0.2436,False,RVOL 0.11 < 0.7,0.5755,0.1918,0.8777,0.3828,0.916,0.8275,0.7833,0.4,0.56,0.6507,0.0997
C98USDT,4h,short,0.6044,0.7883,0.79,0.3288,0.0,trending_up,UP,continuing,False,0.1839,False,Entry Zone FAIL (score 0.33 < 0.4),0.6564,0.594,0.8573,0.5415,0.874,0.3818,0.7883,0.5,0.619,0.7588,0.3288
C98USDT,1d,short,0.578,0.8656,0.79,0.0,0.0,trending_up,UP,continuing,False,0.2876,False,RVOL 0.70 < 0.7,0.6431,0.5139,0.8573,0.4994,0.874,0.3747,0.8656,0.56,0.469,0.62,0.0
C98USDT,30m,long,0.4771,0.7233,0.79,0.6932,0.0,trending_up,DOWN,continuing,True,0.2462,False,RVOL 0.06 < 0.7,0.5174,0.1911,0.8573,0.553,0.874,0.3467,0.7233,0.2,0.549,0.5446,0.6932
C98USDT,1h,short,0.4602,0.7223,0.79,0.674,0.0,trending_up,UP,continuing,False,0.2621,False,RVOL 0.33 < 0.7,0.4983,0.191,0.8573,0.4262,0.874,0.3467,0.7223,0.2,0.5,0.5582,0.674
CARFIUSDT,1h,short,0.6763,0.6383,0.74,0.5632,0.0,trending_down,DOWN,continuing,False,-0.038,False,Sem BOS ou CHoCH confirmado,0.6886,0.1903,0.9221,0.76,1.0,0.7488,0.6383,1.0,0.68,0.7866,0.5632
CARFIUSDT,1d,short,0.6282,0.7757,0.74,0.0,0.0,trending_down,UP,continuing,True,0.1475,False,Entry Zone FAIL (score 0.00 < 0.4),0.6984,0.5942,0.9221,0.3036,1.0,0.7839,0.7757,0.6,0.56,0.709,0.0
CARFIUSDT,30m,short,0.5547,0.7072,0.74,0.6256,0.0,trending_down,DOWN,continuing,False,0.1525,False,RVOL 0.67 < 0.7,0.6125,0.1906,0.9221,0.6731,1.0,0.7488,0.7072,0.3,0.536,0.6569,0.6256
CCDUSDT,30m,long,0.6688,0.8636,0.72,0.4306,0.0,trending_up,UP,continuing,False,0.1948,False,RVOL 0.19 < 0.7,0.7013,0.5135,0.8932,0.5781,0.916,0.6849,0.8636,0.6,0.73,0.9112,0.4306
CCDUSDT,1d,short,0.6636,0.8648,0.72,0.0,0.0,trending_up,DOWN,continuing,True,0.2012,False,RVOL 0.46 < 0.7,0.6926,0.5137,0.8932,0.4525,0.916,0.6849,0.8648,0.7,0.682,0.8966,0.0
CCDUSDT,1h,long,0.6563,0.8639,0.72,0.6389,0.0,trending_up,UP,continuing,False,0.2076,False,RVOL 0.64 < 0.7,0.6878,0.5135,0.8932,0.4877,0.916,0.6849,0.8639,0.6,0.68,0.9336,0.6389
CELRUSDT,1d,short,0.7662,0.8584,0.84,0.0,0.0,trending_down,DOWN,continuing,False,0.0922,False,RVOL 0.67 < 0.7,0.8447,0.9973,0.8968,0.6145,0.916,0.8546,0.8584,0.6,0.83,0.9896,0.0
CELRUSDT,4h,short,0.7032,0.7841,0.84,0.0,0.0,trending_down,DOWN,continuing,False,0.0809,False,Entry Zone FAIL (score 0.00 < 0.4),0.7439,0.5942,0.8968,0.5538,0.916,0.8195,0.7841,0.8,0.68,0.9396,0.0
CELRUSDT,30m,short,0.6514,0.8591,0.84,0.4909,0.0,trending_down,DOWN,continuing,False,0.2077,False,RVOL 0.10 < 0.7,0.6846,0.5135,0.8968,0.3809,0.916,0.8125,0.8591,0.6,0.68,0.906,0.4909
CESUSDT,1h,short,0.701,0.7849,0.74,0.0,0.0,reversal,DOWN,continuing,False,0.0839,False,Entry Zone FAIL (score 0.00 < 0.4),0.6924,0.5137,0.8593,0.6108,0.979,0.1812,0.7849,1.0,0.78,1.0,0.0
CESUSDT,30m,short,0.552,0.7812,0.74,0.0,0.0,reversal,DOWN,continuing,False,0.2292,False,RVOL 0.21 < 0.7,0.6105,0.5131,0.8593,0.4014,0.979,0.1812,0.7812,0.5,0.38,0.7545,0.0
CETUSUSDT,4h,short,0.668,0.8515,0.82,0.7778,0.0,trending_up,DOWN,continuing,True,0.1835,False,Descalibracao Confianca-Qualidade: 0.18 (limite 0.1),0.7268,0.5139,0.8865,0.703,0.874,0.7765,0.8515,0.66,0.593,0.8139,0.7778
CETUSUSDT,30m,long,0.6148,0.7783,0.82,0.0741,0.0,trending_up,UP,continuing,False,0.1635,False,RVOL 0.07 < 0.7,0.6186,0.1916,0.8865,0.4933,0.874,0.7484,0.7783,0.8,0.629,0.7991,0.0741
CETUSUSDT,1h,short,0.6099,0.8524,0.82,0.5926,0.0,trending_up,UP,continuing,False,0.2425,False,RVOL 0.46 < 0.7,0.6612,0.514,0.8865,0.3315,0.874,0.7765,0.8524,0.56,0.579,0.7484,0.5926
CETUSUSDT,1d,short,0.5946,0.848,0.82,0.3333,0.0,trending_up,DOWN,continuing,True,0.2534,False,RVOL 0.63 < 0.7,0.6738,0.5132,0.8865,0.4867,0.874,0.7765,0.848,0.46,0.471,0.6688,0.3333
CHECKUSDT,4h,short,0.6702,0.7432,0.73,0.0,0.0,ranging,DOWN,continuing,False,0.073,False,Entry Zone FAIL (score 0.00 < 0.4),0.6721,0.5134,0.4537,0.6675,0.916,0.9389,0.7432,0.7,0.847,1.0,0.0
CHECKUSDT,1d,short,0.6456,0.7424,0.73,0.0,0.0,ranging,DOWN,continuing,False,0.0968,False,RVOL 0.34 < 0.7,0.6542,0.5132,0.4537,0.549,0.916,0.9389,0.7424,0.7,0.745,0.9731,0.0
CHRUSDT,30m,long,0.6021,0.8672,0.7,0.0,0.0,trending_up,DOWN,reversing,True,0.2651,False,RVOL 0.05 < 0.7,0.6703,0.5142,0.8732,0.5498,0.874,0.5447,0.8672,0.56,0.559,0.5834,0.0
CHRUSDT,4h,short,0.5666,0.7205,0.7,0.7246,0.0,trending_up,UP,continuing,False,0.1539,False,Sem BOS ou CHoCH confirmado,0.6457,0.594,0.8732,0.5191,0.874,0.5518,0.7205,0.3,0.599,0.5991,0.7246
CHRUSDT,1d,short,0.4978,0.7214,0.7,0.0,0.0,trending_up,DOWN,reversing,True,0.2236,False,RVOL 0.57 < 0.7,0.5448,0.191,0.8732,0.4745,0.874,0.5167,0.7214,0.4,0.469,0.5103,0.0
CHRUSDT,1h,short,0.4852,0.7197,0.7,0.6328,0.0,trending_up,UP,continuing,False,0.2345,False,RVOL 0.45 < 0.7,0.5308,0.1908,0.8732,0.4493,0.874,0.5167,0.7197,0.3,0.479,0.5439,0.6328
CIENONUSDT,1h,long,0.5876,0.7106,0.73,0.0,0.0,calm,SIDE,continuing,False,0.123,False,RVOL 0.45 < 0.7,0.6503,0.5945,0.3859,0.6306,0.874,0.9704,0.7106,0.5,0.68,0.5754,0.0
CIENONUSDT,30m,long,0.5126,0.7869,0.73,0.0,0.0,calm,DOWN,ranging,False,0.2743,False,RVOL 0.17 < 0.7,0.5895,0.514,0.3859,0.513,0.874,0.9633,0.7869,0.2,0.587,0.4645,0.0
CKBUSDT,1d,short,0.7032,0.8401,0.7,0.0,0.0,trending_up,DOWN,continuing,True,0.1369,False,RVOL 0.66 < 0.7,0.7361,0.5134,0.8937,0.6712,0.916,0.8163,0.8401,0.7,0.754,0.9446,0.0
CKBUSDT,30m,long,0.6274,0.7679,0.7,0.0225,0.0,trending_up,UP,continuing,False,0.1405,False,RVOL 0.13 < 0.7,0.6872,0.5945,0.8937,0.3868,0.916,0.8233,0.7679,0.5,0.6,0.8321,0.0225
CKBUSDT,4h,short,0.6245,0.8419,0.7,0.9834,0.0,trending_up,SIDE,continuing,False,0.2174,False,Sem BOS ou CHoCH confirmado,0.7164,0.5137,0.8937,0.6715,0.916,0.8163,0.8419,0.5,0.53,0.5754,0.9834
CKBUSDT,1h,long,0.6034,0.7756,0.7,0.3041,0.0,trending_up,UP,continuing,False,0.1722,False,Sem BOS ou CHoCH confirmado,0.6859,0.5137,0.8937,0.5119,0.916,0.8163,0.7756,0.5,0.48,0.6575,0.3041
COOKIEUSDT,30m,long,0.6219,0.775,0.74,0.4041,0.0,trending_up,UP,continuing,False,0.1531,False,RVOL 0.24 < 0.7,0.6688,0.5945,0.8847,0.2871,0.916,0.5947,0.775,0.7,0.549,0.8058,0.4041
COOKIEUSDT,1d,short,0.6206,0.7049,0.74,0.0,0.0,trending_up,DOWN,continuing,True,0.0843,False,RVOL 0.52 < 0.7,0.6952,0.594,0.8847,0.6445,0.916,0.5947,0.7049,0.5,0.629,0.6536,0.0
COOKIEUSDT,4h,short,0.584,0.8493,0.74,0.7673,0.0,trending_up,SIDE,continuing,False,0.2653,False,Quality 0.58 < 0.6,0.6736,0.5139,0.8847,0.5024,0.916,0.5877,0.8493,0.56,0.4,0.5351,0.7673
COOKIEUSDT,1h,short,0.5781,0.7822,0.74,0.8,0.0,trending_up,UP,continuing,False,0.2041,False,RVOL 0.56 < 0.7,0.6563,0.5137,0.8847,0.4717,0.916,0.5877,0.7822,0.5,0.479,0.5827,0.8
COSUSDT,1h,short,0.5768,0.6777,0.74,0.7949,0.0,ranging,DOWN,reversing,False,0.1009,False,RVOL 0.58 < 0.7,0.6081,0.5956,0.3946,0.6561,0.916,0.2647,0.6777,0.7,0.711,0.5763,0.7949
COSUSDT,1d,short,0.5596,0.7444,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1848,False,RVOL 0.70 < 0.7,0.6432,0.9974,0.3946,0.3791,0.916,0.2998,0.7444,0.36,0.58,0.6552,0.0
COSUSDT,30m,short,0.555,0.7524,0.74,0.8415,0.0,ranging,SIDE,starting,False,0.1974,False,RVOL 0.25 < 0.7,0.5737,0.5148,0.3946,0.4095,0.916,0.2577,0.7524,0.86,0.5,0.6694,0.8415
COSUSDT,4h,short,0.5451,0.7459,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.2008,False,Entry Zone FAIL (score 0.00 < 0.4),0.5822,0.5139,0.3946,0.6715,0.916,0.2577,0.7459,0.56,0.53,0.6888,0.0
COTIUSDT,1d,short,0.6343,0.7426,0.71,0.0,0.0,ranging,DOWN,continuing,False,0.1083,False,RVOL 0.61 < 0.7,0.6456,0.5134,0.4233,0.6018,0.916,0.8184,0.7426,0.7,0.749,0.8954,0.0
COTIUSDT,4h,short,0.6139,0.7464,0.71,0.0,0.0,ranging,DOWN,continuing,False,0.1325,False,ADX 25.0 < 25,0.6455,0.5139,0.4233,0.5313,0.916,0.8184,0.7464,0.8,0.619,0.7193,0.0
COTIUSDT,30m,long,0.6013,0.7512,0.71,0.5089,0.0,ranging,UP,continuing,False,0.1499,False,RVOL 0.07 < 0.7,0.6187,0.5147,0.4233,0.3744,0.916,0.8184,0.7512,0.76,0.62,0.8216,0.5089
COTIUSDT,1h,short,0.5635,0.6709,0.71,0.6823,0.0,ranging,SIDE,reversing,False,0.1074,False,RVOL 0.57 < 0.7,0.6374,0.5945,0.4233,0.6548,0.916,0.8254,0.6709,0.4,0.68,0.4746,0.6823
CPOOLUSDT,1d,short,0.6404,0.7436,0.72,0.0,0.0,ranging,DOWN,continuing,False,0.1032,False,RVOL 0.58 < 0.7,0.6506,0.5135,0.4696,0.5956,0.916,0.8067,0.7436,0.7,0.74,0.9388,0.0
0GUSDT,1d,short,0.6077,0.8616,0.86,0.0,0.0,trending_down,DOWN,continuing,False,0.2539,False,RVOL 0.46 < 0.7,0.6832,0.5132,0.8967,0.4512,0.916,0.7914,0.8616,0.5,0.42,0.7791,0.0
2ZUSDT,1h,long,0.7449,0.7816,0.71,0.0,0.0,trending_up,UP,continuing,False,0.0367,False,Sem BOS ou CHoCH confirmado,0.7772,0.5942,0.9239,0.76,1.0,0.4786,0.7816,1.0,0.763,0.893,0.0
2ZUSDT,4h,short,0.726,0.8577,0.71,0.8122,0.0,trending_up,UP,continuing,False,0.1317,False,Descalibracao Confianca-Qualidade: 0.13 (limite 0.1),0.7637,0.5137,0.9239,0.7585,1.0,0.4716,0.8577,1.0,0.629,0.8804,0.8122
2ZUSDT,30m,long,0.6636,0.7806,0.71,0.0,0.0,trending_up,UP,continuing,False,0.117,False,RVOL 0.25 < 0.7,0.7046,0.594,0.9239,0.4103,1.0,0.4786,0.7806,0.8,0.593,0.8758,0.0
2ZUSDT,1d,short,0.5853,0.8558,0.71,0.5685,0.0,trending_up,UP,continuing,False,0.2705,False,RVOL 0.59 < 0.7,0.6494,0.5134,0.9239,0.3584,1.0,0.4716,0.8558,0.46,0.496,0.7136,0.5685
AGTUSDT,30m,long,0.5876,0.777,0.75,0.7952,0.0,trending_up,UP,continuing,False,0.1894,False,RVOL 0.12 < 0.7,0.624,0.5944,0.8464,0.5044,0.874,0.2395,0.777,0.4,0.729,0.7693,0.7952
AGTUSDT,1d,short,0.5396,0.7102,0.75,0.0,0.0,trending_up,DOWN,continuing,True,0.1706,False,RVOL 0.59 < 0.7,0.6032,0.5944,0.8464,0.4773,0.874,0.2395,0.7102,0.3,0.577,0.6421,0.0
AIOUSDT,1h,long,0.5338,0.7482,0.71,0.9128,0.0,ranging,SIDE,reversing,False,0.2144,False,RVOL 0.16 < 0.7,0.5733,0.5142,0.4322,0.5118,0.874,0.4121,0.7482,0.56,0.53,0.6291,0.9128
AIOUSDT,30m,long,0.529,0.7439,0.71,0.8346,0.0,ranging,UP,continuing,False,0.2149,False,RVOL 0.03 < 0.7,0.5488,0.5135,0.4322,0.486,0.874,0.4121,0.7439,0.36,0.623,0.8296,0.8346
AIUSDT,1h,short,0.6644,0.792,0.78,0.1872,0.0,trending_down,DOWN,continuing,False,0.1276,False,RVOL 0.56 < 0.7,0.711,0.5947,0.8801,0.592,0.916,0.6495,0.792,0.6,0.748,0.8079,0.1872
AIUSDT,4h,short,0.6278,0.867,0.78,0.5521,0.0,trending_down,DOWN,continuing,False,0.2392,False,RVOL 0.53 < 0.7,0.6818,0.514,0.8801,0.6465,0.916,0.6425,0.867,0.36,0.679,0.8267,0.5521
AIUSDT,1d,short,0.6046,0.7236,0.78,0.0,0.0,trending_down,DOWN,continuing,False,0.119,False,RVOL 0.25 < 0.7,0.6749,0.5944,0.8801,0.5305,0.916,0.6495,0.7236,0.4,0.648,0.6825,0.0
AIUSDT,30m,short,0.4879,0.7231,0.78,0.6517,0.0,trending_down,DOWN,continuing,False,0.2352,False,RVOL 0.18 < 0.7,0.5303,0.1911,0.8801,0.396,0.916,0.6144,0.7231,0.2,0.518,0.6184,0.6517
ALBONUSDT,1d,short,0.6272,0.7428,0.7,0.0,0.0,ranging,DOWN,continuing,False,0.1156,False,RVOL 0.64 < 0.7,0.6439,0.5134,0.4231,0.4887,0.916,0.9711,0.7428,0.7,0.7,0.8881,0.0
ALBONUSDT,1h,short,0.5938,0.7429,0.7,0.4167,0.0,ranging,SIDE,continuing,False,0.1491,False,RVOL 0.63 < 0.7,0.6605,0.5134,0.4231,0.6662,0.916,0.9711,0.7429,0.6,0.48,0.6873,0.4167
ALBONUSDT,4h,short,0.4612,0.6031,0.7,0.0,0.0,ranging,DOWN,continuing,False,0.1419,False,Sem BOS ou CHoCH confirmado,0.5055,0.1911,0.4231,0.5481,0.916,0.943,0.6031,0.2,0.5,0.5731,0.0
ALBONUSDT,30m,short,0.4521,0.6017,0.7,0.0,0.0,ranging,SIDE,ranging,False,0.1496,False,RVOL 0.24 < 0.7,0.5112,0.1908,0.4231,0.588,0.916,0.943,0.6017,0.2,0.48,0.4358,0.0
ALEOUSDT,1h,short,0.4818,0.6776,0.73,0.1463,0.0,ranging,UP,continuing,False,0.1958,False,RVOL 0.35 < 0.7,0.5486,0.5135,0.4027,0.4295,0.874,0.7653,0.6776,0.2,0.498,0.5669,0.1463
ALEXUSDT,1d,short,0.6265,0.707,0.72,0.0,0.0,trending_up,DOWN,continuing,True,0.0805,False,Sem BOS ou CHoCH confirmado,0.6911,0.5939,0.8681,0.6964,0.874,0.5614,0.707,0.5,0.66,0.7216,0.0
ALEXUSDT,30m,short,0.5201,0.7824,0.72,0.4859,0.0,trending_up,UP,continuing,False,0.2623,False,RVOL 0.19 < 0.7,0.6031,0.5132,0.8681,0.3985,0.874,0.5544,0.7824,0.2,0.48,0.559,0.4859
ALPHUSDT,1d,short,0.5959,0.8277,0.71,0.0,0.0,reversal,DOWN,continuing,False,0.2318,False,RVOL 0.61 < 0.7,0.6732,0.5142,0.8974,0.4824,0.916,0.7147,0.8277,0.46,0.477,0.6869,0.0
ALPINEUSDT,1d,short,0.6398,0.7453,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1055,False,RVOL 0.65 < 0.7,0.6545,0.5137,0.4203,0.6705,0.916,0.8054,0.7453,0.7,0.761,0.871,0.0
ALPINEUSDT,4h,short,0.6362,0.7459,0.74,0.0,0.0,ranging,DOWN,reversing,False,0.1097,False,ADX 23.6 < 25,0.6618,0.5139,0.4203,0.7182,0.916,0.8054,0.7459,0.7,0.762,0.763,0.0
ALPINEUSDT,1h,short,0.6325,0.7447,0.74,0.527,0.0,ranging,DOWN,continuing,False,0.1122,False,RVOL 0.68 < 0.7,0.6463,0.5137,0.4203,0.6162,0.916,0.8054,0.7447,0.7,0.736,0.8822,0.527
ALPINEUSDT,30m,short,0.454,0.604,0.74,0.7162,0.0,ranging,DOWN,continuing,False,0.15,False,RVOL 0.21 < 0.7,0.4937,0.1913,0.4203,0.5816,0.916,0.7774,0.604,0.2,0.54,0.5269,0.7162
AMPUSDT,1d,short,0.6322,0.7437,0.7,0.0,0.0,ranging,DOWN,continuing,False,0.1115,False,RVOL 0.65 < 0.7,0.622,0.5135,0.431,0.4897,0.874,0.8004,0.7437,0.7,0.82,0.9806,0.0
AMPUSDT,4h,short,0.5722,0.7463,0.7,0.5922,0.0,ranging,DOWN,continuing,False,0.1741,False,Sem BOS ou CHoCH confirmado,0.617,0.5139,0.431,0.6541,0.874,0.8004,0.7463,0.4,0.65,0.7351,0.5922
AMPUSDT,1h,short,0.4891,0.6055,0.7,0.1675,0.0,ranging,UP,ranging,False,0.1164,False,RVOL 0.43 < 0.7,0.5163,0.1915,0.431,0.5657,0.874,0.7723,0.6055,0.5,0.536,0.5278,0.1675
AMPUSDT,30m,long,0.4504,0.6046,0.7,0.5583,0.0,ranging,UP,continuing,False,0.1542,False,RVOL 0.14 < 0.7,0.4863,0.1913,0.431,0.5671,0.874,0.7723,0.6046,0.2,0.541,0.5434,0.5583
ANDYETHUSDT,1d,short,0.6345,0.7431,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1086,False,Entry Zone FAIL (score 0.00 < 0.4),0.6538,0.5134,0.4687,0.6802,0.916,0.9142,0.7431,0.5,0.78,0.9597,0.0
ANDYETHUSDT,4h,short,0.6272,0.7427,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1155,False,Entry Zone FAIL (score 0.00 < 0.4),0.6362,0.5134,0.4687,0.4299,0.916,0.9142,0.7427,0.7,0.7,0.9515,0.0
AOUSDT,4h,short,0.6438,0.7098,0.75,0.0,0.0,calm,DOWN,continuing,False,0.066,False,ADX 18.2 < 25,0.6803,0.5944,0.393,0.7171,0.916,0.9684,0.7098,0.6,0.76,0.8373,0.0
AOUSDT,1d,short,0.628,0.784,0.75,0.0,0.0,calm,DOWN,continuing,False,0.156,False,RVOL 0.62 < 0.7,0.6588,0.5135,0.393,0.6635,0.916,0.9614,0.784,0.6,0.739,0.7916,0.0
AOUSDT,1h,short,0.5995,0.7083,0.75,0.2576,0.0,calm,DOWN,continuing,False,0.1088,False,ADX 18.2 < 25,0.6646,0.594,0.393,0.6804,0.916,0.9684,0.7083,0.5,0.627,0.6682,0.2576
AOUSDT,30m,short,0.5912,0.705,0.75,0.0,0.0,calm,SIDE,ranging,False,0.1138,False,RVOL 0.24 < 0.7,0.6602,0.5935,0.393,0.5874,0.916,0.9684,0.705,0.6,0.58,0.5791,0.0
API3USDT,1h,short,0.6322,0.6688,0.71,0.6307,0.0,ranging,DOWN,continuing,False,0.0366,False,RVOL 0.45 < 0.7,0.6343,0.5942,0.3694,0.6292,0.874,0.5802,0.6688,0.8,0.747,0.9324,0.6307
API3USDT,1d,short,0.6177,0.7437,0.71,0.0,0.0,ranging,DOWN,continuing,False,0.126,False,RVOL 0.67 < 0.7,0.6178,0.5135,0.3694,0.6747,0.874,0.5732,0.7437,0.7,0.747,0.9175,0.0
API3USDT,4h,short,0.5933,0.746,0.71,0.2614,0.0,ranging,SIDE,continuing,False,0.1527,False,Entry Zone FAIL (score 0.26 < 0.4),0.6281,0.5139,0.3694,0.7016,0.874,0.5732,0.746,0.76,0.56,0.7067,0.2614
API3USDT,30m,long,0.5072,0.7455,0.71,0.7818,0.0,ranging,DOWN,continuing,False,0.2383,False,RVOL 0.13 < 0.7,0.5588,0.5137,0.3694,0.5066,0.874,0.5732,0.7455,0.36,0.51,0.6187,0.7818
ARGUSDT,1h,short,0.436,0.7412,0.79,0.0,0.0,volatile,DOWN,continuing,False,0.3052,False,RVOL 0.41 < 0.7,0.449,0.1908,0.4001,0.621,0.874,0.1295,0.7412,0.3,0.511,0.5636,0.0
ARGUSDT,30m,long,0.3992,0.7415,0.79,0.7751,0.0,volatile,DOWN,continuing,False,0.3423,False,RVOL 0.11 < 0.7,0.4211,0.1908,0.4001,0.5014,0.874,0.1295,0.7415,0.2,0.47,0.4769,0.7751
ARGUSDT,4h,short,0.39,0.7426,0.79,0.1003,0.0,volatile,DOWN,continuing,False,0.3526,False,ADX 21.0 < 25,0.4118,0.191,0.4001,0.4381,0.874,0.1295,0.7426,0.2,0.423,0.4997,0.1003
ARIAUSDT,30m,long,0.6916,0.8629,0.83,0.7892,0.0,trending_down,DOWN,continuing,False,0.1713,False,RVOL 0.23 < 0.7,0.6942,0.5142,0.8714,0.2851,0.916,0.6853,0.8629,1.0,0.758,0.8893,0.7892
ARIAUSDT,1h,short,0.6825,0.8622,0.83,0.3675,0.0,trending_down,DOWN,continuing,False,0.1797,False,RVOL 0.60 < 0.7,0.6933,0.514,0.8714,0.4795,0.916,0.6853,0.8622,0.7,0.795,0.9881,0.3675
ARIAUSDT,4h,short,0.6695,0.8568,0.83,0.3464,0.0,trending_down,DOWN,continuing,False,0.1873,False,Entry Zone FAIL (score 0.35 < 0.4),0.7016,0.5132,0.8714,0.5401,0.916,0.6853,0.8568,0.7,0.679,0.8999,0.3464
ARIAUSDT,1d,short,0.6535,0.8597,0.83,0.0,0.0,trending_down,DOWN,continuing,False,0.2062,False,RVOL 0.65 < 0.7,0.6846,0.5137,0.8714,0.4905,0.916,0.6853,0.8597,0.6,0.697,0.9063,0.0
ARROWUSDT,4h,short,0.5469,0.6883,0.74,0.0,0.0,reversal,DOWN,continuing,False,0.1414,False,Sem BOS ou CHoCH confirmado,0.5626,0.1435,0.8364,0.7675,0.916,0.1389,0.6883,0.66,0.5,0.6918,0.0
ASMLONUSDT,4h,long,0.6193,0.8631,0.71,0.0,0.0,trending_up,SIDE,continuing,False,0.2438,False,Entry Zone FAIL (score 0.00 < 0.4),0.718,0.5134,0.8714,0.5468,0.916,0.9718,0.8631,0.56,0.4,0.6082,0.0
ASSETUSDT,1d,long,0.6594,0.8627,0.79,0.0,0.0,trending_down,DOWN,reversing,False,0.2033,False,Entry Zone FAIL (score 0.00 < 0.4),0.7,0.5134,0.8861,0.5783,0.874,0.6467,0.8627,0.7,0.679,0.7842,0.0
ASSETUSDT,30m,short,0.5258,0.7253,0.79,0.3642,0.0,trending_down,DOWN,continuing,False,0.1995,False,RVOL 0.13 < 0.7,0.5623,0.1915,0.8861,0.5068,0.874,0.6186,0.7253,0.4,0.518,0.6519,0.3642
ASTEROID1USDT,1h,short,0.595,0.8591,0.77,0.3326,0.0,trending_down,DOWN,continuing,False,0.2641,False,RVOL 0.52 < 0.7,0.6462,0.5134,0.8349,0.6437,0.916,0.167,0.8591,0.56,0.52,0.7358,0.3326
ASTEROID1USDT,4h,short,0.5737,0.7842,0.77,0.3834,0.0,trending_down,UP,continuing,True,0.2105,False,Entry Zone FAIL (score 0.38 < 0.4),0.6327,0.5942,0.8349,0.5044,0.916,0.174,0.7842,0.5,0.518,0.6967,0.3834
ASTEROID1USDT,30m,long,0.5514,0.8601,0.77,0.601,0.0,trending_down,DOWN,continuing,False,0.3087,False,RVOL 0.17 < 0.7,0.6087,0.5135,0.8349,0.3933,0.916,0.167,0.8601,0.56,0.44,0.6104,0.601
ASTEROID1USDT,1d,short,0.5454,0.7835,0.77,0.0,0.0,trending_down,DOWN,continuing,False,0.2381,False,Forca estrutural 0.00 < 0.3,0.52,0.1908,0.8349,0.3829,0.916,0.1389,0.7835,0.6,0.64,0.9,0.0
ASTERUSDT,4h,short,0.6983,0.7452,0.73,0.5528,0.0,ranging,DOWN,continuing,False,0.0469,False,RVOL 0.58 < 0.7,0.6862,0.5137,0.443,0.596,0.916,0.9,0.7452,1.0,0.83,1.0,0.5528
ASTERUSDT,1d,short,0.5874,0.7454,0.73,0.0,0.0,ranging,DOWN,continuing,False,0.158,False,RVOL 0.32 < 0.7,0.6435,0.5137,0.443,0.6044,0.916,0.9,0.7454,0.56,0.56,0.6821,0.0
ASTERUSDT,1h,short,0.5715,0.6695,0.73,0.0,0.0,ranging,UP,reversing,False,0.098,False,RVOL 0.66 < 0.7,0.6338,0.5944,0.443,0.4915,0.916,0.907,0.6695,0.5,0.6,0.6254,0.0
